Date,Russia_Total,Change,Ukraine_Total,Change,Ratio RU/UA,Russia_Destroyed,Ukraine_Destroyed,,Russia_Damaged,Ukraine_Damaged,,Russia_Abandoned,Ukraine_Abandoned,,Russia_Captured,Ukraine_Captured,,Russia_Tanks,Ukraine_Tanks,Russia_Tank_Capture,Ukraine_Tank_Capture,,Russia_AFV,Ukraine_AFV,Russia_AFV_Capture,Ukraine_AFV_Capture,,Russia_IFV,Ukraine_IFV,,Russia_APC,Ukraine_APC,,Russia_IMV,Ukraine_IMV,,Russia_Engineering,Ukraine_Engineering,,Russia_Coms,Ukraine_Coms,,Russia_Vehicles,Ukraine_Vehicles,,Russia_Aircraft,Ukraine_Aircraft,,Russia_Infantry,Ukraine_Infantry,,Russia_Logistics,Ukraine_Logistics,,Russia_Armor,Ukraine_Armor,,Russia_Antiair,Ukraine_Antiair,,Russia_Artillery,Ukraine_Artillery,,UNHCR_Ukraine_Border,UNHCR_Ukraine_Refugees,UNHCR_Returning_Ukraine_Refugees
2023-01-04,8590,0,2699,0,3.18,5375,1697,,218,114,,302,68,,2695,820,,1603,441,144,533,,750,248,73,255,,1879,441,,283,214,,176,254,,261,36,,217,8,,2163,478,,297,140,,2338,909,,478,44,,2353,689,,127,119,,455,178,,,,
2023-01-05,8620,30,2705,6,3.19,5395,1694,,218,116,,303,67,,2704,828,,1607,441,144,533,,751,248,73,255,,1889,443,,283,214,,176,255,,262,37,,217,8,,2173,478,,301,142,,2348,912,,479,45,,2358,689,,128,119,,455,178,,,,
2023-01-06,8620,0,2705,0,3.19,5395,1694,,218,116,,303,67,,2704,828,,1607,441,144,533,,751,248,73,255,,1889,443,,283,214,,176,255,,262,37,,217,8,,2173,478,,301,142,,2348,912,,479,45,,2358,689,,128,119,,455,178,,,,
2023-01-07,8634,14,2710,5,3.19,5408,1696,,219,119,,298,67,,2709,828,,1610,441,144,533,,751,249,73,255,,1895,442,,284,215,,176,255,,262,37,,217,8,,2176,479,,301,143,,2355,912,,479,45,,2361,690,,128,119,,456,179,,,,
2023-01-08,8634,0,2710,0,3.19,5408,1696,,219,119,,298,67,,2709,828,,1610,441,144,533,,751,249,73,255,,1895,442,,284,215,,176,255,,262,37,,217,8,,2176,479,,301,143,,2355,912,,479,45,,2361,690,,128,119,,456,179,,,,
2023-01-09,8681,47,2742,32,3.17,5446,1714,,219,123,,298,67,,2718,838,,1615,444,144,535,,752,249,73,255,,1902,445,,287,216,,176,255,,264,37,,220,8,,2191,490,,302,144,,2365,916,,484,45,,2367,693,,130,121,,461,181,,,,
2023-01-10,8679,-2,2742,0,3.17,5444,1714,,219,123,,298,67,,2718,838,,1615,444,144,535,,752,249,73,255,,1901,447,,286,217,,176,255,,264,37,,220,8,,2191,490,,302,144,,2363,919,,484,45,,2367,693,,130,121,,461,181,,"17,408,643.00","8,031,966.00","9,376,677.00"
2023-01-11,8714,35,2758,16,3.16,5472,1725,,219,127,,298,67,,2725,839,,1621,447,144,535,,753,249,73,256,,1908,448,,288,219,,176,257,,264,39,,221,8,,2206,492,,303,144,,2372,924,,485,47,,2374,696,,130,121,,463,185,,,,
2023-01-12,8714,0,2758,0,3.16,5472,1725,,219,127,,298,67,,2725,839,,1621,447,144,535,,753,249,73,256,,1908,448,,288,219,,176,257,,264,39,,221,8,,2206,492,,303,144,,2372,924,,485,47,,2374,696,,130,121,,463,185,,,,
2023-01-13,8744,30,2770,12,3.16,5496,1735,,220,128,,298,67,,2730,840,,1626,448,144,537,,756,251,74,256,,1912,448,,288,221,,177,260,,265,39,,221,8,,2216,495,,304,144,,2377,929,,486,47,,2382,699,,130,121,,466,186,,,,
2023-01-14,8691,-53,2771,1,3.14,5469,1736,,220,128,,293,67,,2709,840,,1614,448,144,535,,751,252,74,255,,1902,448,,287,221,,172,260,,265,39,,220,8,,2201,495,,304,144,,2361,929,,485,47,,2365,700,,130,121,,464,186,,,,
2023-01-15,8708,17,2809,38,3.10,5482,1772,,221,129,,293,68,,2712,840,,1614,449,144,535,,754,255,74,256,,1910,449,,289,221,,173,261,,265,39,,220,8,,2203,495,,304,144,,2372,931,,485,47,,2368,704,,130,142,,465,194,,,,
2023-01-16,8708,0,2802,-7,3.11,5482,1765,,221,129,,293,68,,2712,840,,1614,449,144,535,,754,255,74,256,,1910,449,,289,221,,173,261,,265,39,,220,8,,2203,495,,304,144,,2372,931,,485,47,,2368,704,,130,135,,465,194,,,,
2023-01-17,8736,28,2809,7,3.11,5506,1771,,222,128,,293,68,,2715,842,,1619,449,144,536,,754,254,74,256,,1925,451,,289,223,,173,263,,266,39,,220,8,,2208,497,,304,144,,2387,937,,486,47,,2373,703,,130,135,,466,194,,"17,688,845.00","8,103,145.00","9,585,700.00"
2023-01-18,8736,0,2809,0,3.11,5506,1771,,222,128,,293,68,,2715,842,,1619,449,144,536,,754,254,74,256,,1925,451,,289,223,,173,263,,266,39,,220,8,,2208,497,,304,144,,2387,937,,486,47,,2373,703,,130,135,,466,194,,,,
2023-01-19,8785,49,2835,26,3.10,5538,1793,,225,129,,292,68,,2730,845,,1630,450,144,538,,757,255,74,257,,1933,456,,291,224,,174,266,,266,40,,220,8,,2218,505,,311,147,,2398,946,,486,48,,2387,705,,132,138,,470,195,,,,
2023-01-20,8785,0,2835,0,3.10,5538,1793,,225,129,,292,68,,2730,845,,1630,450,144,538,,757,255,74,257,,1933,456,,291,224,,174,266,,266,40,,220,8,,2218,505,,311,147,,2398,946,,486,48,,2387,705,,132,138,,470,195,,,,
2023-01-21,8818,33,2844,9,3.10,5560,1797,,226,129,,292,69,,2740,849,,1634,450,144,540,,759,256,74,257,,1941,458,,291,224,,174,267,,266,40,,222,8,,2228,504,,312,153,,2406,949,,488,48,,2393,706,,132,138,,473,195,,,,
2023-01-22,8818,0,2844,0,3.10,5560,1797,,226,129,,292,69,,2740,849,,1634,450,144,540,,759,256,74,257,,1941,458,,291,224,,174,267,,266,40,,222,8,,2228,504,,313,153,,2406,949,,488,48,,2393,706,,132,138,,473,195,,,,
2023-01-23,8851,33,2845,1,3.11,5575,1796,,232,129,,297,69,,2747,851,,1642,449,144,543,,759,256,74,255,,1958,459,,291,224,,175,268,,266,40,,224,8,,2233,504,,313,153,,2424,951,,490,48,,2401,705,,131,138,,475,195,,,,
2023-01-24,8851,0,2845,0,3.11,5575,1796,,232,129,,297,69,,2747,851,,1642,449,144,543,,759,256,74,255,,1958,459,,291,224,,175,268,,266,40,,224,8,,2233,504,,313,153,,2424,951,,490,48,,2401,705,,131,138,,475,195,,"17,923,566.00","8,153,325.00","9,770,241.00"
2023-01-25,8887,36,2852,7,3.12,5605,1801,,233,130,,299,70,,2750,851,,1646,449,144,545,,764,257,74,256,,1968,461,,292,224,,176,269,,267,40,,225,8,,2236,504,,315,154,,2436,954,,492,48,,2410,706,,133,138,,479,196,,,,
2023-01-26,8887,0,2852,0,3.12,5605,1801,,233,130,,299,70,,2750,851,,1646,449,144,545,,764,257,74,256,,1968,461,,292,224,,176,269,,267,40,,225,8,,2236,504,,315,154,,2436,954,,492,48,,2410,706,,133,138,,479,196,,,,
2023-01-27,8891,4,2866,14,3.10,5604,1813,,238,132,,300,71,,2749,850,,1650,450,143,544,,763,257,74,256,,1980,464,,292,225,,175,270,,267,40,,225,8,,2237,505,,317,154,,2447,959,,492,48,,2413,707,,133,140,,481,200,,,,
2023-01-28,8891,0,2866,0,3.10,5604,1813,,238,132,,300,71,,2749,850,,1650,450,143,544,,763,257,74,256,,1980,464,,292,225,,175,270,,267,40,,225,8,,2237,505,,317,154,,2447,959,,492,48,,2413,707,,133,140,,481,200,,,,
2023-01-29,8953,62,2886,20,3.10,5654,1822,,239,134,,305,71,,2755,859,,1661,453,144,546,,767,258,75,256,,1987,471,,294,225,,175,272,,268,42,,225,8,,2245,506,,318,155,,2456,968,,493,50,,2428,711,,133,140,,488,204,,,,
2023-01-30,8953,0,2885,-1,3.10,5654,1821,,239,134,,305,71,,2755,859,,1661,453,144,546,,767,258,75,256,,1987,470,,294,225,,175,272,,268,42,,225,8,,2245,506,,318,155,,2456,967,,493,50,,2428,711,,133,140,,488,204,,,,
2023-01-31,8953,0,2885,0,3.10,5654,1821,,239,134,,305,71,,2755,859,,1664,453,144,546,,767,258,75,256,,1991,470,,295,225,,175,272,,268,42,,225,8,,2245,506,,318,155,,2461,967,,493,50,,2431,711,,133,140,,488,205,,"18,159,214.00","8,207,472.00","9,951,742.00"
2023-02-01,9001,48,2885,0,3.12,5694,1821,,242,134,,306,71,,2759,859,,1671,453,144,545,,771,258,75,257,,1998,470,,295,225,,176,272,,268,42,,225,8,,2256,506,,327,155,,2469,967,,493,50,,2442,711,,134,140,,491,205,,,,
2023-02-02,9001,0,2885,0,3.12,5694,1821,,242,134,,306,71,,2759,859,,1671,453,144,545,,771,258,75,257,,1998,470,,295,225,,176,273,,268,42,,225,8,,2256,506,,327,155,,2469,968,,493,50,,2442,711,,134,140,,491,205,,,,
2023-02-03,9019,18,2916,31,3.09,5708,1836,,243,137,,307,74,,2761,869,,1673,461,144,546,,772,260,75,258,,2003,473,,295,227,,176,273,,268,42,,225,8,,2259,511,,328,160,,2474,973,,493,50,,2445,721,,135,140,,495,207,,,,
2023-02-04,9019,0,2915,-1,3.09,5708,1835,,243,137,,307,74,,2761,869,,1673,461,144,546,,772,260,75,258,,2003,473,,295,227,,176,273,,268,42,,225,8,,2259,511,,328,159,,2474,973,,493,50,,2445,721,,135,140,,495,207,,,,
2023-02-05,9019,0,2915,0,3.09,5708,1835,,243,137,,307,74,,2761,869,,1673,461,144,546,,772,260,75,258,,2003,473,,295,227,,176,273,,268,42,,225,8,,2259,511,,328,159,,2474,973,,493,50,,2445,721,,135,140,,495,207,,,,
2023-02-06,9034,15,2917,2,3.10,5717,1837,,243,137,,310,74,,2764,869,,1678,461,144,546,,772,260,75,258,,2006,475,,295,227,,176,273,,268,42,,225,8,,2259,511,,331,159,,2477,975,,493,50,,2450,721,,135,140,,499,207,,,,
2023-02-07,9085,51,2933,16,3.10,5751,1850,,248,135,,318,73,,2768,875,,1688,459,142,544,,775,262,76,258,,2022,476,,295,227,,175,274,,270,42,,230,8,,2263,513,,337,159,,2492,977,,500,50,,2463,721,,138,140,,497,208,,"18,379,904.00","8,253,693.00","10,126,211.00"
2023-02-08,9085,0,2933,0,3.10,5751,1850,,248,135,,318,73,,2768,875,,1688,459,142,544,,775,262,76,258,,2022,476,,295,227,,175,274,,270,42,,230,8,,2263,513,,337,159,,2492,977,,500,50,,2463,721,,138,140,,497,208,,,,
2023-02-09,9153,68,2936,3,3.12,5799,1853,,252,135,,334,73,,2768,875,,1713,457,142,546,,779,262,76,258,,2037,478,,295,227,,176,275,,273,42,,231,8,,2267,513,,342,160,,2508,980,,504,50,,2492,719,,140,141,,505,208,,,,
2023-02-10,9189,36,2940,4,3.13,5810,1857,,251,135,,358,73,,2770,875,,1720,457,142,546,,782,263,76,258,,2053,478,,295,227,,176,275,,273,42,,231,8,,2269,514,,341,161,,2524,980,,504,50,,2502,720,,140,141,,509,209,,,,
2023-02-11,9186,-3,2940,0,3.12,5809,1857,,252,135,,355,73,,2770,875,,1718,457,142,546,,780,263,76,258,,2053,478,,295,227,,176,275,,275,42,,231,8,,2269,514,,339,161,,2524,980,,506,50,,2498,720,,140,141,,509,209,,,,
2023-02-12,9224,38,2964,24,3.11,5840,1868,,253,137,,358,74,,2773,885,,1727,461,143,547,,785,266,79,259,,2063,488,,295,227,,177,278,,275,42,,231,8,,2281,514,,339,161,,2535,993,,506,50,,2512,727,,141,141,,510,212,,,,
2023-02-13,9224,0,2964,0,3.11,5840,1868,,253,137,,358,74,,2773,885,,1727,461,143,547,,785,266,79,259,,2063,488,,295,227,,177,278,,275,42,,231,8,,2281,514,,339,161,,2535,993,,506,50,,2512,727,,141,141,,510,212,,,,
2023-02-14,9255,31,2974,10,3.11,5859,1876,,259,138,,364,74,,2773,886,,1733,461,143,547,,787,267,79,259,,2076,490,,295,227,,177,278,,275,42,,231,8,,2281,514,,341,162,,2548,995,,506,50,,2520,728,,141,141,,515,214,,"18,606,941.00","8,309,940.00","10,297,001.00"
2023-02-15,9255,0,2974,0,3.11,5859,1876,,259,138,,364,74,,2773,886,,1733,461,143,547,,787,267,79,259,,2077,490,,295,227,,177,278,,275,42,,231,8,,2281,514,,341,162,,2549,995,,506,50,,2520,728,,141,141,,515,214,,,,
2023-02-16,9255,0,2974,0,3.11,5859,1876,,259,138,,364,74,,2773,886,,1733,461,143,547,,787,267,79,259,,2077,490,,295,227,,177,278,,275,42,,231,8,,2281,514,,341,162,,2549,995,,506,50,,2520,728,,141,141,,515,214,,,,
2023-02-17,9297,42,2987,13,3.11,5886,1884,,262,142,,366,75,,2783,886,,1748,467,143,548,,786,267,79,259,,2088,491,,296,227,,178,280,,278,42,,231,8,,2286,514,,341,163,,2562,998,,509,50,,2534,734,,141,142,,515,216,,,,
2023-02-18,9297,0,2987,0,3.11,5886,1884,,262,142,,366,75,,2783,886,,1748,467,143,548,,786,267,79,259,,2088,491,,296,227,,178,280,,278,42,,231,8,,2286,514,,341,163,,2562,998,,509,50,,2534,734,,141,142,,515,216,,,,
2023-02-19,9288,-9,2979,-8,3.12,5880,1878,,262,142,,365,75,,2781,884,,1746,467,143,548,,785,266,78,258,,2083,490,,296,227,,178,280,,278,42,,231,8,,2286,514,,341,163,,2557,997,,509,50,,2531,733,,141,142,,515,214,,,,
2023-02-20,9342,54,3001,22,3.11,5924,1895,,266,142,,369,76,,2783,888,,1762,470,144,548,,788,267,78,260,,2096,495,,297,228,,179,281,,281,42,,233,8,,2297,518,,342,170,,2572,1004,,514,50,,2550,737,,141,142,,516,214,,,,
2023-02-21,9342,0,3001,0,3.11,5924,1895,,266,142,,369,76,,2783,888,,1762,470,144,548,,788,267,78,260,,2096,495,,297,228,,179,281,,281,42,,233,8,,2299,518,,342,170,,2572,1004,,514,50,,2550,737,,141,142,,516,214,,"18,843,973.00","8,405,133.00","10,438,840.00"
2023-02-22,9368,26,3001,0,3.12,5942,1904,,268,143,,376,76,,2782,878,,1769,468,143,549,,789,267,81,260,,2108,493,,298,226,,180,288,,281,45,,233,9,,2299,517,,344,171,,2586,1007,,514,54,,2558,735,,141,143,,520,219,,,,
2023-02-23,9393,25,3002,1,3.13,5965,1905,,269,143,,374,76,,2785,878,,1772,468,143,548,,793,266,81,260,,2118,493,,298,226,,180,288,,283,46,,233,9,,2302,517,,345,172,,2596,1007,,516,55,,2565,734,,141,143,,524,219,,,,
2023-02-24,9393,0,3002,0,3.13,5965,1905,,269,143,,374,76,,2785,878,,1770,468,143,547,,793,266,81,260,,2118,493,,298,226,,180,288,,283,46,,233,9,,2302,517,,345,172,,2596,1007,,516,55,,2563,734,,141,143,,524,219,,,,
2023-02-25,9393,0,3002,0,3.13,5965,1905,,269,143,,374,76,,2785,878,,1770,468,143,547,,793,266,81,260,,2118,493,,298,226,,180,288,,282,46,,233,9,,2302,517,,345,172,,2596,1007,,515,55,,2563,734,,141,143,,524,219,,,,
2023-02-26,9395,2,3013,11,3.12,5964,1912,,270,146,,375,76,,2786,879,,1779,470,143,548,,794,268,82,260,,2126,493,,298,227,,181,288,,284,46,,233,9,,2309,518,,346,174,,2605,1008,,517,55,,2573,738,,142,143,,525,221,,,,
2023-02-27,9426,31,3013,0,3.13,5995,1912,,270,146,,375,76,,2786,879,,1779,470,143,548,,794,268,82,260,,2130,493,,298,227,,181,288,,284,46,,233,9,,2309,518,,346,174,,2609,1008,,517,55,,2573,738,,142,143,,525,221,,,,
2023-02-28,9441,15,3021,8,3.13,6007,1919,,270,147,,376,76,,2788,879,,1782,470,143,548,,794,268,82,260,,2135,494,,299,228,,182,289,,285,46,,233,9,,2311,521,,347,175,,2616,1011,,518,55,,2576,738,,142,143,,526,222,,"19,080,271.00","8,445,243.00","10,635,028.00"
2023-03-01,9441,0,3021,0,3.13,6007,1919,,270,147,,376,76,,2788,879,,1782,470,143,548,,794,268,82,260,,2135,494,,299,228,,182,289,,285,46,,233,9,,2311,521,,347,175,,2616,1011,,518,55,,2576,738,,142,143,,526,222,,,,
2023-03-02,9439,-2,3020,-1,3.13,6005,1918,,270,147,,376,76,,2788,879,,1781,470,143,548,,794,268,82,260,,2134,494,,299,228,,182,289,,285,46,,232,9,,2311,520,,347,175,,2615,1011,,517,55,,2575,738,,142,143,,526,222,,,,
2023-03-03,9473,34,3031,11,3.13,6034,1928,,270,148,,380,76,,2789,879,,1790,471,143,549,,797,271,82,261,,2151,495,,299,229,,182,289,,286,46,,232,9,,2311,521,,348,177,,2632,1013,,518,55,,2587,742,,142,143,,527,223,,,,
2023-03-04,9486,13,3030,-1,3.13,6047,1927,,270,148,,380,76,,2789,879,,1790,470,143,549,,797,271,82,261,,2151,495,,299,229,,182,289,,286,46,,232,9,,2315,521,,349,177,,2632,1013,,518,55,,2587,741,,142,143,,533,223,,,,
2023-03-05,9487,1,3028,-2,3.13,6048,1925,,270,148,,380,76,,2789,879,,1787,470,143,548,,797,271,82,261,,2150,494,,299,229,,182,289,,286,46,,232,9,,2315,520,,349,177,,2631,1012,,518,55,,2584,741,,142,143,,533,223,,,,
2023-03-06,9547,60,3055,27,3.13,6095,1941,,271,154,,386,78,,2795,882,,1810,472,143,550,,799,272,82,261,,2165,499,,301,231,,183,291,,288,46,,233,9,,2321,525,,352,179,,2649,1021,,521,55,,2609,744,,142,143,,539,230,,,,
2023-03-07,9540,-7,3055,0,3.12,6092,1941,,271,154,,383,78,,2794,882,,1807,472,143,549,,799,272,82,261,,2162,499,,301,232,,183,291,,286,46,,233,9,,2321,525,,352,179,,2646,1022,,519,55,,2606,744,,142,143,,539,231,,"19,293,161.00","8,469,320.00","10,823,841.00"
2023-03-08,9567,27,3065,10,3.12,6114,1947,,273,157,,381,78,,2799,883,,1819,472,143,550,,802,272,82,262,,2169,500,,302,233,,183,293,,286,46,,233,9,,2323,526,,353,179,,2654,1026,,519,55,,2621,744,,142,143,,540,233,,,,
2023-03-09,9567,0,3065,0,3.12,6114,1947,,273,157,,381,78,,2799,883,,1819,472,143,550,,802,272,82,262,,2169,500,,302,233,,183,293,,286,46,,233,9,,2323,526,,353,179,,2654,1026,,519,55,,2621,744,,142,143,,540,233,,,,
2023-03-10,9605,38,3071,6,3.13,6140,1951,,279,157,,382,78,,2804,885,,1825,474,145,550,,803,273,82,263,,2188,501,,303,232,,184,293,,286,47,,233,9,,2327,528,,354,179,,2675,1026,,519,56,,2628,747,,145,143,,542,233,,,,
2023-03-11,9605,0,3071,0,3.13,6140,1951,,279,157,,382,78,,2804,885,,1825,474,145,550,,803,273,82,263,,2188,501,,303,232,,184,293,,286,47,,233,9,,2327,528,,354,179,,2675,1026,,519,56,,2628,747,,145,143,,542,233,,,,
2023-03-12,9606,1,3079,8,3.12,6139,1958,,280,157,,382,78,,2805,886,,1831,475,145,550,,805,273,82,263,,2192,505,,304,232,,184,293,,287,47,,233,9,,2330,532,,356,179,,2680,1030,,520,56,,2636,748,,146,144,,545,233,,,,
2023-03-13,9628,22,3078,-1,3.13,6161,1958,,280,156,,382,78,,2805,886,,1831,475,145,550,,805,273,82,263,,2192,505,,304,232,,184,293,,287,47,,233,9,,2330,532,,356,179,,2680,1030,,520,56,,2636,748,,146,144,,545,232,,,,
2023-03-14,9628,0,3078,0,3.13,6161,1958,,280,156,,382,78,,2805,886,,1831,475,145,550,,805,273,82,263,,2192,505,,304,232,,184,293,,287,47,,233,9,,2330,532,,356,179,,2680,1030,,520,56,,2636,748,,146,144,,545,232,,"19,505,596.00","8,502,273.00","11,003,323.00"
2023-03-15,9678,50,3101,23,3.12,6200,1978,,282,157,,384,78,,2812,888,,1845,477,146,550,,811,279,82,264,,2206,508,,305,234,,186,294,,289,47,,232,9,,2335,535,,359,182,,2697,1036,,521,56,,2656,756,,147,144,,547,233,,,,
2023-03-16,9678,0,3101,0,3.12,6200,1978,,282,157,,384,78,,2812,888,,1845,477,146,550,,811,279,82,264,,2206,508,,305,234,,186,294,,289,47,,232,9,,2335,535,,359,182,,2697,1036,,521,56,,2656,756,,147,144,,547,233,,,,
2023-03-17,9678,0,3101,0,3.12,6200,1978,,282,157,,384,78,,2812,888,,1845,477,146,550,,811,279,82,264,,2206,508,,305,234,,186,294,,289,47,,232,9,,2335,535,,359,182,,2697,1036,,521,56,,2656,756,,147,144,,547,233,,,,
2023-03-18,9678,0,3101,0,3.12,6200,1978,,282,157,,384,78,,2812,888,,1845,477,146,550,,811,279,82,264,,2206,508,,305,234,,186,294,,289,47,,232,9,,2335,535,,359,182,,2697,1036,,521,56,,2656,756,,147,144,,547,233,,,,
2023-03-19,9740,62,3119,18,3.12,6249,1992,,285,159,,385,80,,2821,888,,1865,480,146,550,,813,277,82,264,,2217,512,,308,238,,186,297,,294,48,,233,9,,2348,536,,360,182,,2711,1047,,527,57,,2678,757,,148,143,,548,235,,,,
2023-03-20,9740,0,3119,0,3.12,6249,1992,,285,159,,385,80,,2821,888,,1865,480,146,550,,813,277,82,264,,2217,512,,308,238,,186,297,,294,48,,233,9,,2348,536,,360,182,,2711,1047,,527,57,,2678,757,,148,143,,548,235,,"19,729,989.00","8,541,875.00","11,188,114.00"
2023-03-21,9776,36,3126,7,3.13,6278,1995,,287,160,,385,80,,2826,891,,1871,480,146,550,,816,277,82,266,,2226,513,,311,238,,186,297,,296,48,,233,9,,2356,539,,361,183,,2723,1048,,529,57,,2687,757,,148,143,,551,236,,,,
2023-03-22,9776,0,3126,0,3.13,6278,1995,,287,160,,385,80,,2826,891,,1871,480,146,550,,816,277,82,266,,2226,513,,311,238,,186,297,,296,48,,233,9,,2356,539,,361,183,,2723,1048,,529,57,,2687,757,,148,143,,551,236,,,,
2023-03-23,9776,0,3126,0,3.13,6278,1995,,287,160,,385,80,,2826,891,,1871,480,146,550,,816,277,82,266,,2226,513,,311,238,,186,297,,296,48,,233,9,,2356,539,,361,183,,2723,1048,,529,57,,2687,757,,148,143,,551,236,,,,
2023-03-24,9786,10,3129,3,3.13,6287,1998,,287,160,,384,80,,2828,891,,1874,480,146,551,,816,277,82,266,,2228,513,,311,237,,187,299,,296,48,,233,9,,2360,540,,361,184,,2726,1049,,529,57,,2690,757,,148,143,,551,236,,,,
2023-03-25,9822,36,3149,20,3.12,6314,2013,,292,162,,380,83,,2836,891,,1889,486,146,552,,821,277,82,267,,2232,516,,309,241,,187,300,,297,48,,234,9,,2366,543,,361,184,,2728,1057,,531,57,,2710,763,,151,143,,552,242,,,,
2023-03-26,9842,20,3133,-16,3.14,6334,2005,,294,161,,376,83,,2838,884,,1895,484,145,552,,819,275,82,267,,2236,515,,309,236,,187,291,,298,48,,234,9,,2371,544,,362,184,,2732,1042,,532,57,,2714,759,,151,143,,553,243,,,,
2023-03-27,9874,32,3137,4,3.15,6360,2009,,297,161,,377,84,,2840,883,,1901,485,145,552,,818,275,82,266,,2245,516,,311,236,,187,289,,298,48,,235,9,,2377,544,,363,185,,2743,1041,,533,57,,2719,760,,152,144,,560,245,,,,
2023-03-28,9888,14,3145,8,3.14,6370,2013,,296,164,,378,85,,2844,883,,1901,488,145,553,,820,273,82,266,,2252,519,,311,237,,188,291,,298,48,,235,9,,2380,544,,363,185,,2751,1047,,533,57,,2721,761,,153,144,,560,246,,,,
2023-03-29,9894,6,3143,-2,3.15,6376,2014,,296,165,,380,85,,2842,879,,1903,488,144,552,,819,272,81,265,,2253,520,,310,236,,188,290,,298,48,,236,9,,2383,544,,363,185,,2751,1046,,534,57,,2722,760,,153,144,,561,246,,,,
2023-03-30,9923,29,3143,0,3.16,6394,2013,,301,167,,384,85,,2844,878,,1906,489,144,553,,821,273,81,265,,2262,521,,310,237,,188,289,,298,48,,236,9,,2389,536,,365,185,,2760,1047,,534,57,,2727,762,,153,144,,562,251,,,,
2023-03-31,9923,0,3143,0,3.16,6394,2013,,301,167,,384,85,,2844,878,,1906,489,144,553,,821,273,81,265,,2262,521,,310,237,,188,289,,298,48,,236,9,,2389,536,,365,185,,2760,1047,,534,57,,2727,762,,153,144,,562,251,,,,
2023-04-01,9943,20,3143,0,3.16,6412,2014,,301,166,,384,85,,2845,878,,1908,489,144,553,,821,273,81,264,,2267,522,,308,238,,188,285,,298,48,,238,9,,2400,539,,365,185,,2763,1045,,536,57,,2729,762,,155,144,,565,252,,,,
2023-04-02,9938,-5,3152,9,3.15,6412,2025,,301,165,,384,85,,2841,877,,1909,488,143,553,,820,273,80,264,,2268,523,,308,239,,188,286,,298,48,,238,9,,2394,542,,364,186,,2764,1048,,536,57,,2729,761,,155,144,,567,253,,,,
2023-04-03,9951,13,3170,18,3.14,6422,2036,,303,174,,386,87,,2840,873,,1916,486,143,553,,820,273,79,264,,2271,522,,306,239,,189,285,,298,48,,237,9,,2396,547,,364,186,,2766,1046,,535,57,,2736,759,,155,146,,569,255,,,,
2023-04-04,9976,25,3149,-21,3.17,6446,2021,,303,174,,389,87,,2838,867,,1924,484,143,553,,825,271,79,264,,2271,518,,307,244,,189,279,,298,48,,238,9,,2402,542,,364,184,,2767,1041,,536,57,,2749,755,,155,144,,570,255,,,,
2023-04-05,9984,8,3150,1,3.17,6455,2021,,303,175,,390,88,,2836,866,,1923,482,142,553,,825,271,79,264,,2275,518,,306,244,,189,279,,298,48,,239,9,,2404,543,,365,184,,2770,1041,,537,57,,2748,753,,156,144,,572,256,,,,
2023-04-06,9986,2,3149,-1,3.17,6459,2020,,303,175,,390,88,,2834,866,,1924,482,142,553,,826,271,79,264,,2276,518,,305,242,,189,279,,298,48,,239,9,,2406,551,,365,184,,2770,1039,,537,57,,2750,753,,156,145,,572,256,,,,
2023-04-07,9995,9,3153,4,3.17,6468,2024,,303,175,,392,88,,2832,866,,1927,480,141,553,,826,272,80,264,,2278,519,,304,242,,189,279,,298,48,,239,9,,2406,553,,367,186,,2771,1040,,537,57,,2753,752,,157,145,,576,256,,,,
2023-04-08,10005,10,3162,9,3.16,6473,2031,,304,176,,394,89,,2834,866,,1928,480,140,554,,827,271,80,265,,2282,522,,304,244,,189,281,,299,48,,241,10,,2405,553,,367,188,,2775,1047,,540,58,,2755,751,,157,145,,577,257,,,,
2023-04-09,10009,4,3164,2,3.16,6477,2032,,304,176,,394,89,,2834,867,,1928,480,140,554,,827,270,80,265,,2284,523,,304,244,,189,281,,299,48,,240,10,,2405,554,,369,188,,2777,1048,,539,58,,2755,750,,158,145,,577,258,,,,
2023-04-10,10015,6,3153,-11,3.18,6485,2025,,305,175,,394,89,,2831,864,,1929,479,140,554,,828,265,78,265,,2284,521,,304,243,,189,280,,298,48,,240,10,,2409,553,,370,188,,2777,1044,,538,58,,2757,744,,158,146,,577,257,,,,
2023-04-11,10013,-2,3151,-2,3.18,6490,2022,,305,176,,390,90,,2828,863,,1916,480,141,551,,828,265,78,265,,2284,520,,306,245,,190,278,,298,48,,240,10,,2414,550,,370,188,,2780,1043,,538,58,,2744,745,,159,146,,577,258,,,,
2023-04-12,10014,1,3150,-1,3.18,6493,2021,,304,176,,390,90,,2827,863,,1908,480,141,549,,829,264,78,265,,2286,519,,306,245,,190,278,,298,48,,240,10,,2419,550,,370,188,,2782,1042,,538,58,,2737,744,,159,146,,578,259,,,,
2023-04-13,10014,0,3150,0,3.18,6493,2021,,304,176,,390,90,,2827,863,,1908,480,141,549,,829,264,78,265,,2286,519,,306,245,,190,278,,298,48,,240,10,,2419,550,,370,188,,2782,1042,,538,58,,2737,744,,159,146,,578,259,,,,
2023-04-14,10014,0,3150,0,3.18,6493,2021,,304,176,,390,90,,2827,863,,1908,480,141,549,,829,264,78,265,,2286,519,,306,245,,190,278,,298,48,,240,10,,2419,550,,370,188,,2782,1042,,538,58,,2737,744,,159,146,,578,259,,,,
